Title,URL,Creator,Journal,Year,Citations
MEKANISME PENGAWASAN CALON PERSEORANGAN DALAM PEMILIHAN WALI KOTA BANDAR LAMPUNG TAHUN 2020 (Studi Kasus Badan Pengawas Pemilu Kota Bandar Lampung),https://scholar.google.com/scholar?q=+intitle:'MEKANISME PENGAWASAN CALON PERSEORANGAN DALAM PEMILIHAN WALI KOTA BANDAR LAMPUNG TAHUN 2020 (Studi Kasus Badan Pengawas Pemilu Kota Bandar Lampung)',Tidak ditemukan,"FAKULTAS ILMU SOSIAL DAN ILMU POLITIK, 2021",2021,0
"Peran Korem Gatam Dalam Pemberdayaan Pedagang Pasar Koga Kedaton Dimasa Pandemi Covid-19 (Studi Di Pasar Koga, Kecamatan Kedaton Kota Bandar Lampung)","https://scholar.google.com/scholar?q=+intitle:'Peran Korem Gatam Dalam Pemberdayaan Pedagang Pasar Koga Kedaton Dimasa Pandemi Covid-19 (Studi Di Pasar Koga, Kecamatan Kedaton Kota Bandar Lampung)'",Tidak ditemukan,"FAKULTAS ILMU SOSIAL DAN ILMU POLITIK, 2021",2021,1
Strategi Dinas Sosial dalam Penanganan Anak Jalanan di Kota Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Strategi Dinas Sosial dalam Penanganan Anak Jalanan di Kota Bandar Lampung',Tidak ditemukan,"FAKULTAS ILMU DAN SOSIAL ILMU POLITIK, 2021",2021,2
POLA KADERISASI PARTAI POLITIK DI PROVINSI LAMPUNG (STUDI PADA PARTAI PERINDO DAN PARTAI BERKARYA),https://scholar.google.com/scholar?q=+intitle:'POLA KADERISASI PARTAI POLITIK DI PROVINSI LAMPUNG (STUDI PADA PARTAI PERINDO DAN PARTAI BERKARYA)',Tidak ditemukan,"FAKULTAS ILMU DAN SOSIAL ILMU POLITIK, 2021",2021,0
Analisis Implementasi Kebijakan Pengembangan Pariwisata Dalam Program Satu Desa Satu Destinasi Wisata (One Village One Destination) Di Desa Gunung Rejo Kecamatan Way Ratai …,https://scholar.google.com/scholar?q=+intitle:'Analisis Implementasi Kebijakan Pengembangan Pariwisata Dalam Program Satu Desa Satu Destinasi Wisata (One Village One Destination) Di Desa Gunung Rejo Kecamatan Way Ratai …',Tidak ditemukan,"FAKULTAS ILMU SOSIAL DAN ILMU POLITIK, 2021",2021,1
PERAN PEMERINTAH DAERAH DALAM PEMBERDAYAAN PEMUDADI BIDANG KEWIRAUSAHAAN TAHUN 2021 (Studi Kasus Pada Dinas Pemuda dan Olahraga di Kabupaten Pesawaran),https://scholar.google.com/scholar?q=+intitle:'PERAN PEMERINTAH DAERAH DALAM PEMBERDAYAAN PEMUDADI BIDANG KEWIRAUSAHAAN TAHUN 2021 (Studi Kasus Pada Dinas Pemuda dan Olahraga di Kabupaten Pesawaran)',Tidak ditemukan,"FAKULTAS ILMU SOSIAL DAN ILMU POLITIK, 2021",2021,0
SIKAP APARATUR SIPIL NEGARA TERHADAP HAK POLITIK DAN NETRALITAS (Studi ASN Kecamatan Way halim dan Kecamatan Kemiling Pada Pemilihan Kepala Daerah Kota Bandar Lampung Tahun 2020),https://scholar.google.com/scholar?q=+intitle:'SIKAP APARATUR SIPIL NEGARA TERHADAP HAK POLITIK DAN NETRALITAS (Studi ASN Kecamatan Way halim dan Kecamatan Kemiling Pada Pemilihan Kepala Daerah Kota Bandar Lampung Tahun 2020)',Tidak ditemukan,"FAKULTAS ILMU SOSIAL DAN ILMU POLITIK, 2021",2021,0
SIKAP DAN PARTISIPASI PEMILIH TERHADAP PEMILIHAN KEPALA DAERAH DI MASA PANDEMI COVID-19 (Studi di Kecamatan Panjang Kota Bandar Lampung),https://scholar.google.com/scholar?q=+intitle:'SIKAP DAN PARTISIPASI PEMILIH TERHADAP PEMILIHAN KEPALA DAERAH DI MASA PANDEMI COVID-19 (Studi di Kecamatan Panjang Kota Bandar Lampung)',Tidak ditemukan,"FAKULTAS ILMU SOSIAL DAN ILMU POLOTOK, 2021",2021,0
"STRATEGI PEMERINTAH DESA DALAM MENINGKATKAN STATUS DESA MENUJU DESA MANDIRI (Studi Pada Desa Wates, Kecamatan Way Ratai, Kabupaten Pesawaran)","https://scholar.google.com/scholar?q=+intitle:'STRATEGI PEMERINTAH DESA DALAM MENINGKATKAN STATUS DESA MENUJU DESA MANDIRI (Studi Pada Desa Wates, Kecamatan Way Ratai, Kabupaten Pesawaran)'",Tidak ditemukan,"FAKULTAS ILMU SOSIAL DAN ILMU POLITIK, 2021",2021,0
EFEKTIVITAS PROGRAM JARINGAN GAS UNTUK RUMAH TANGGA DI KOTA PRABUMULIH SUMATERA SELATAN (Studi Kasus Pada Kelurahan Mangga Besar Kecamatan Prabumulih Utara),https://scholar.google.com/scholar?q=+intitle:'EFEKTIVITAS PROGRAM JARINGAN GAS UNTUK RUMAH TANGGA DI KOTA PRABUMULIH SUMATERA SELATAN (Studi Kasus Pada Kelurahan Mangga Besar Kecamatan Prabumulih Utara)',Tidak ditemukan,"FAKULTAS ILMU SOSIAL DAN ILMU POLITIK, 2021",2021,0
PERAN PEMERINTAH DAERAH DALAM PENGELOLAAN USAHA MIKRO KECIL MENENGAH PADA MASA PANDEMI COVID-19 (Studi Kasus Dinas Koperasi dan UMKM Kabupaten Pesawaran),https://scholar.google.com/scholar?q=+intitle:'PERAN PEMERINTAH DAERAH DALAM PENGELOLAAN USAHA MIKRO KECIL MENENGAH PADA MASA PANDEMI COVID-19 (Studi Kasus Dinas Koperasi dan UMKM Kabupaten Pesawaran)',Tidak ditemukan,"FAKULTAS ILMU SOSIAL DAN ILMU POLITIK, 2021",2021,0
Pembinaan Anak Jalanan oleh Dinas Sosial Kota Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Pembinaan Anak Jalanan oleh Dinas Sosial Kota Bandar Lampung',Tidak ditemukan,"FAKULTAS ILMU SOSIAL DAN ILMU POLITIK, 2021",2021,1
Project based learning dalam belajar Bahasa Prancis,https://scholar.google.com/scholar?q=+intitle:'Project based learning dalam belajar Bahasa Prancis',Tidak ditemukan,"Seminar Nasional Pendidikan Ke-4 FKIP Universitas Lampung, 223-240, 2021",2021,4
Hubungan antara Penguasaan Tata Bahasa Prancis dengan Keterampilan Menulis Karangan Deskripsi Siswa Kelas X SMA Negeri 9 Bandarlampung,https://scholar.google.com/scholar?q=+intitle:'Hubungan antara Penguasaan Tata Bahasa Prancis dengan Keterampilan Menulis Karangan Deskripsi Siswa Kelas X SMA Negeri 9 Bandarlampung',Tidak ditemukan,"PRANALA (Jurnal Pendidikan Bahasa Prancis) 4 (1), 2021",2021,0
Media Sosial Instagram dalam Pembelajaran Keterampilan Menulis Bahasa Prancis Siswa Kelas XI SMAN 9 Bandarlampung,https://scholar.google.com/scholar?q=+intitle:'Media Sosial Instagram dalam Pembelajaran Keterampilan Menulis Bahasa Prancis Siswa Kelas XI SMAN 9 Bandarlampung',Tidak ditemukan,"PRANALA (Jurnal Pendidikan Bahasa Prancis) 4 (1), 2021",2021,3
ÉCRITURE EN FRANÇAIS CHEZ LES APPRENANTS DÉBUTANTS,https://scholar.google.com/scholar?q=+intitle:'ÉCRITURE EN FRANÇAIS CHEZ LES APPRENANTS DÉBUTANTS',Tidak ditemukan,"JURNAL ILMU BUDAYA 9 (1), 72-85, 2021",2021,1
Pelatihan Penyusunan Instrumen Evaluasi Pembelajaran Bahasa Prancis Melalui Platform Quizizz bagi Guru Bahasa Prancis Se-Lampung,https://scholar.google.com/scholar?q=+intitle:'Pelatihan Penyusunan Instrumen Evaluasi Pembelajaran Bahasa Prancis Melalui Platform Quizizz bagi Guru Bahasa Prancis Se-Lampung',Tidak ditemukan,"Ruang Pengabdian: Jurnal Pengabdian Kepada Masyarakat 1 (2), 105-114, 2021",2021,5
Pelatihan Penyusunan Instrumen Evaluasi Pembelajaran Bahasa Prancis melalui Platform Quizizz bagi Guru Bahasa Prancis se  Lampung,https://scholar.google.com/scholar?q=+intitle:'Pelatihan Penyusunan Instrumen Evaluasi Pembelajaran Bahasa Prancis melalui Platform Quizizz bagi Guru Bahasa Prancis se  Lampung',Tidak ditemukan,"Seminar Nasional PKM, 2021",2021,0
Écriture En Français chez Les Apprenants Débutants,https://scholar.google.com/scholar?q=+intitle:'Écriture En Français chez Les Apprenants Débutants',Tidak ditemukan,"Jurnal Ilmu Budaya 9 (1), 72-85, 2021",2021,7
REGISTER BAHASA PRANCIS BIDANG EKONOMI PADA RUBRIK BERITA EKONOMI DI WWW. LA-CROIX. COM DAN IMPLIKASINYA PADA PEMBELAJARAN BAHASA PRANCIS,https://scholar.google.com/scholar?q=+intitle:'REGISTER BAHASA PRANCIS BIDANG EKONOMI PADA RUBRIK BERITA EKONOMI DI WWW. LA-CROIX. COM DAN IMPLIKASINYA PADA PEMBELAJARAN BAHASA PRANCIS',Tidak ditemukan,"Fakultas Keguruan Ilmu Pendidikan, 2021",2021,0
Korobasi Modal Penelitian: Perspektif Karl Popper,https://scholar.google.com/scholar?q=+intitle:'Korobasi Modal Penelitian: Perspektif Karl Popper',Tidak ditemukan,"Jurnal Bisnis dan Manajemen 17 (2), 10-13, 2021",2021,0
Comparison of Stock Price Risk Measurement of BUMN Banks,https://scholar.google.com/scholar?q=+intitle:'Comparison of Stock Price Risk Measurement of BUMN Banks',Tidak ditemukan,"Majalah Ilmiah Bijak 18 (3), 83-89, 2021",2021,0
Impact of The Covid-19 Pandemic on Tourism Consumption Behavior: Empirical Study on Indonesian Domestic Tourists,https://scholar.google.com/scholar?q=+intitle:'Impact of The Covid-19 Pandemic on Tourism Consumption Behavior: Empirical Study on Indonesian Domestic Tourists',Tidak ditemukan,"21ST MALAYSIA-INDONESIA, 89, 2021",2021,0
COVID-19's Effect on Consumer Behavior Towards the Use of Electronic Money Perspectives,https://scholar.google.com/scholar?q=+intitle:'COVID-19's Effect on Consumer Behavior Towards the Use of Electronic Money Perspectives',Tidak ditemukan,"21ST MALAYSIA-INDONESIA, 118, 2021",2021,0
Analisis Framing Media Online dalam Pemberitaan Bunuh Diri di Lampung,https://scholar.google.com/scholar?q=+intitle:'Analisis Framing Media Online dalam Pemberitaan Bunuh Diri di Lampung',Tidak ditemukan,"FAKULTAS ILMU DAN SOSIAL ILMU POLITIK, 2021",2021,2
Deskripsi Industri Tempe Di Kelurahan Jagabaya II Kecamatan Way Halim Kota Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Deskripsi Industri Tempe Di Kelurahan Jagabaya II Kecamatan Way Halim Kota Bandar Lampung',Tidak ditemukan,"Jurnal Penelitian Geografi (JPG) 9 (1), 1-8, 2021",2021,0
Penggunaan Media Audio Visual Dalam Kemampuan Siswa Menari Piring 12 di Ekstrakurikuler SMA Negeri 2 Kotaagung,https://scholar.google.com/scholar?q=+intitle:'Penggunaan Media Audio Visual Dalam Kemampuan Siswa Menari Piring 12 di Ekstrakurikuler SMA Negeri 2 Kotaagung',Tidak ditemukan,"Jurnal Seni dan Pembelajaran 9 (2), 2021",2021,0
Dampak Pendidikan Agama Katolik Terhadap Perilaku Siswa SMA Negeri di Kota Pontianak,https://scholar.google.com/scholar?q=+intitle:'Dampak Pendidikan Agama Katolik Terhadap Perilaku Siswa SMA Negeri di Kota Pontianak',Tidak ditemukan,"Vocat: Jurnal Pendidikan Katolik 1 (1), 37-43, 2021",2021,2
Pengidentifikasian Nilai-nilai Kearifan Lokal dalam Menghindari Intoleransi di Kabupaten Kubu Raya Provinsi Kalimantan Barat,https://scholar.google.com/scholar?q=+intitle:'Pengidentifikasian Nilai-nilai Kearifan Lokal dalam Menghindari Intoleransi di Kabupaten Kubu Raya Provinsi Kalimantan Barat',Tidak ditemukan,"Religi: Jurnal Studi Agama-agama 17 (1), 122-135, 2021",2021,3
Constraints of Teacher in The Process of Learning Geography Blind Students in SLB Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Constraints of Teacher in The Process of Learning Geography Blind Students in SLB Bandar Lampung',Tidak ditemukan,"ICOPE 2020: Proceedings of the 2nd International Conference on Progressive …, 2021",2021,1
KAJIAN POLA PERKULIAHAN E-LEARNING PENDIDIKAN GEOGRAFI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,https://scholar.google.com/scholar?q=+intitle:'KAJIAN POLA PERKULIAHAN E-LEARNING PENDIDIKAN GEOGRAFI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN',Tidak ditemukan,"Prosiding Seminar Nasional Pendidikan FKIP 2021, 144-152, 2021",2021,0
The Relationship between Nutritional Status of Pregnant Women and Stunted Children,https://scholar.google.com/scholar?q=+intitle:'The Relationship between Nutritional Status of Pregnant Women and Stunted Children',Tidak ditemukan,"Green Medical Journal 3 (1), 39-46, 2021",2021,10
Peningkatan Peran Dokter Umum dan Bidan Dalam Meningkatkan Kualitas Reproduksi Perempuan,https://scholar.google.com/scholar?q=+intitle:'Peningkatan Peran Dokter Umum dan Bidan Dalam Meningkatkan Kualitas Reproduksi Perempuan',Tidak ditemukan,"Window of Community Dedication Journal, 1-6, 2021",2021,1
Kegiatan Pengabdian Sirkumsisi dan Penyuluhan Kesehatan,https://scholar.google.com/scholar?q=+intitle:'Kegiatan Pengabdian Sirkumsisi dan Penyuluhan Kesehatan',Tidak ditemukan,"Jurnal Pengabdian Kedokteran Indonesia 2 (2), 85-90, 2021",2021,0
Comparative Analysis of Clinical Clerkship Location Towards Objective Structured Clinical Examination (OSCE) Score of Clinical Clerkship Student,https://scholar.google.com/scholar?q=+intitle:'Comparative Analysis of Clinical Clerkship Location Towards Objective Structured Clinical Examination (OSCE) Score of Clinical Clerkship Student',Tidak ditemukan,"International Conference on Medical Education (ICME 2021), 205-208, 2021",2021,0
"An Evaluation of the Course Microteaching Program in the Department of Social Science, University of Lampung","https://scholar.google.com/scholar?q=+intitle:'An Evaluation of the Course Microteaching Program in the Department of Social Science, University of Lampung'",Tidak ditemukan,"Edukasi IPS 5 (2), 1-8, 2021",2021,0
Evaluasi Program Mata Kuliah Microteaching Jurusan Pendidikan Ilmu Pengetahuan Sosial Universitas Lampung,https://scholar.google.com/scholar?q=+intitle:'Evaluasi Program Mata Kuliah Microteaching Jurusan Pendidikan Ilmu Pengetahuan Sosial Universitas Lampung',Tidak ditemukan,"Edukasi IPS 5 (2), 1-8, 2021",2021,0
Use of management frameworks and risk assessment for flood handling in some countries: A meta-analysis,https://scholar.google.com/scholar?q=+intitle:'Use of management frameworks and risk assessment for flood handling in some countries: A meta-analysis',Tidak ditemukan,"Journal of Physics: Conference Series 1796 (1), 012047, 2021",2021,0
Penilaian Potensi Objek Wisata Pulau Permata di Telukbetung Timur Kota Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Penilaian Potensi Objek Wisata Pulau Permata di Telukbetung Timur Kota Bandar Lampung',Tidak ditemukan,"Jurnal Penelitian Geografi (JPG) 9 (1), 38-46, 2021",2021,3
Teacher Constraints in Implementing Authentic Assessment of Geography Learning in Bandar Lampung State High School,https://scholar.google.com/scholar?q=+intitle:'Teacher Constraints in Implementing Authentic Assessment of Geography Learning in Bandar Lampung State High School',Tidak ditemukan,"Spatial: Wahana Komunikasi dan Informasi Geografi 21 (1), 37-44, 2021",2021,0
Sketch of A Map in the Study of Historical Geography as A Summary of Past Environmental Conditions,https://scholar.google.com/scholar?q=+intitle:'Sketch of A Map in the Study of Historical Geography as A Summary of Past Environmental Conditions',Tidak ditemukan,"Journal Learning Geography 2 (1), 1-9, 2021",2021,0
HUBUNGAN PENDAMPINGAN ORANG TUA DAN MOTIVASI BELAJAR DALAM PEMBELAJARAN DARING DENGAN HASIL BELAJAR TEMATIK PESERTA DIDIK,https://scholar.google.com/scholar?q=+intitle:'HUBUNGAN PENDAMPINGAN ORANG TUA DAN MOTIVASI BELAJAR DALAM PEMBELAJARAN DARING DENGAN HASIL BELAJAR TEMATIK PESERTA DIDIK',Tidak ditemukan,"Metodik Didaktik, Jurnal Pendidikan KeSDan 17 (1), 10-18, 2021",2021,0
Implementation of the Introduction to the School Field at FKIP University of Lampung,https://scholar.google.com/scholar?q=+intitle:'Implementation of the Introduction to the School Field at FKIP University of Lampung',Tidak ditemukan,"International Journal of Multicultural and Multireligious Understanding 8 (7 …, 2021",2021,1
Hubungan Pendampingan OrangTua dalam Pembelajaran Daring dengan Hasil Belajar Tematik Peserta Didik Kelas V,https://scholar.google.com/scholar?q=+intitle:'Hubungan Pendampingan OrangTua dalam Pembelajaran Daring dengan Hasil Belajar Tematik Peserta Didik Kelas V',Tidak ditemukan,"DIDAKTIKA TAUHIDIJURNAL PENDIDIKAN GURU SEKOLAH DASAR 8 (2), 105-114, 2021",2021,0
PENGGUNAAN MEDIA FLASH CARD DALAM PEMBELAJARAN KOSAKATA BAHASA PRANCIS SISWA KELAS X DI SMAN 16 BANDARLAMPUNG,https://scholar.google.com/scholar?q=+intitle:'PENGGUNAAN MEDIA FLASH CARD DALAM PEMBELAJARAN KOSAKATA BAHASA PRANCIS SISWA KELAS X DI SMAN 16 BANDARLAMPUNG',Tidak ditemukan,"FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN, 2021",2021,2
MENINGKATKAN PERKEMBANGAN FISIK MOTORIK HALUS ANAK MELALUI ALAT PERMAINAN EDUKATIF DI TK IHYAUSSALAFIYAH KELOMPOK B KECAMATAN SEMAMPIR KOTA SURABAYA,https://scholar.google.com/scholar?q=+intitle:'MENINGKATKAN PERKEMBANGAN FISIK MOTORIK HALUS ANAK MELALUI ALAT PERMAINAN EDUKATIF DI TK IHYAUSSALAFIYAH KELOMPOK B KECAMATAN SEMAMPIR KOTA SURABAYA',Tidak ditemukan,"UNKNOWN, 2021",2021,0
Studi Komparatif Metode Pembelajaran Team Assisted Individualization dan Cooperative Integrated Reading and Composition terhadap Hasil Belajar IPS,https://scholar.google.com/scholar?q=+intitle:'Studi Komparatif Metode Pembelajaran Team Assisted Individualization dan Cooperative Integrated Reading and Composition terhadap Hasil Belajar IPS',Tidak ditemukan,"Edukasi IPS 5 (1), 22-30, 2021",2021,0
ANALISIS FAKTOR INTERNAL PENYEBAB TINGGINYA KASUS COVID-19 DI KOTA BANDAR LAMPUNG TAHUN 2021,https://scholar.google.com/scholar?q=+intitle:'ANALISIS FAKTOR INTERNAL PENYEBAB TINGGINYA KASUS COVID-19 DI KOTA BANDAR LAMPUNG TAHUN 2021',Tidak ditemukan,"JPG (Jurnal Penelitian Geografi) 9 (3), 2021",2021,0
Teori Organisasi,https://scholar.google.com/scholar?q=+intitle:'Teori Organisasi',Tidak ditemukan,"Yayasan Kita Menulis, 2021",2021,47
The Ability of Geographic Teachers in Applying Authentic Assessment Through Online Learning,https://scholar.google.com/scholar?q=+intitle:'The Ability of Geographic Teachers in Applying Authentic Assessment Through Online Learning',Tidak ditemukan,"Proceedings of the 2nd International Conference on Progressive Education …, 2021",2021,0
PENGARUH KEMISKINANTERHADAP INDEKS PEMBANGUNAN MANUSIA DI PROVINSI LAMPUNG,https://scholar.google.com/scholar?q=+intitle:'PENGARUH KEMISKINANTERHADAP INDEKS PEMBANGUNAN MANUSIA DI PROVINSI LAMPUNG',Tidak ditemukan,"Jurnal Penelitian Geografi (JPG) 9 (2), 108-114, 2021",2021,0
Competence And Performance Of Teachers In Certified Teachers Social Studies Learning In Middle Schools,https://scholar.google.com/scholar?q=+intitle:'Competence And Performance Of Teachers In Certified Teachers Social Studies Learning In Middle Schools',Tidak ditemukan,"Journal Learning Geography 2 (1), 18-28, 2021",2021,0
Yankee Architecture in Bandar Lampung City,https://scholar.google.com/scholar?q=+intitle:'Yankee Architecture in Bandar Lampung City',Tidak ditemukan,"IOP Conference Series: Earth and Environmental Science 764 (1), 012003, 2021",2021,1
Increased Income of the Head of Cassava Farmers Working in the Cracker Industry in Meeting Basic Needs,https://scholar.google.com/scholar?q=+intitle:'Increased Income of the Head of Cassava Farmers Working in the Cracker Industry in Meeting Basic Needs',Tidak ditemukan,"International Journal of Research and Innovation in Social Science 5 (3 …, 2021",2021,0
PEMBERDAYAAN MASYARAKAT KAMPUNG JAWA DALAM PENGEMBANGAN OBJEK WISATA PANTAI LABUHAN JUKUNG KECAMATAN PESISIR TENGAH,https://scholar.google.com/scholar?q=+intitle:'PEMBERDAYAAN MASYARAKAT KAMPUNG JAWA DALAM PENGEMBANGAN OBJEK WISATA PANTAI LABUHAN JUKUNG KECAMATAN PESISIR TENGAH',Tidak ditemukan,"JPG (Jurnal Penelitian Geografi) 9 (1), 2021",2021,0
"Ilmu Ekonomi Islam: Teori, Hukum, dan Aplikasi","https://scholar.google.com/scholar?q=+intitle:'Ilmu Ekonomi Islam: Teori, Hukum, dan Aplikasi'",Tidak ditemukan,"Hasna Pustaka, 2021",2021,2
Charitable behavior of Muslim in Indonesia during the COVID-19 pandemic: A tobit model analysis,https://scholar.google.com/scholar?q=+intitle:'Charitable behavior of Muslim in Indonesia during the COVID-19 pandemic: A tobit model analysis',Tidak ditemukan,"Shirkah: Journal of Economics and Business 6 (3), 361-379, 2021",2021,3
Pengaruh Visual Marketing Terhadap Penjualan Produk di Perusahaan Butik,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Visual Marketing Terhadap Penjualan Produk di Perusahaan Butik',Tidak ditemukan,"https://ejournal.iaimu.ac.id/index.php/freakonomics/article/view/345 2 (Vol …, 2021",2021,2
Dinamika Sosial dan Budaya dalam Perencanaan Arsitektur pada Massa Pandemi,https://scholar.google.com/scholar?q=+intitle:'Dinamika Sosial dan Budaya dalam Perencanaan Arsitektur pada Massa Pandemi',Tidak ditemukan,"SOSIOLOGI: Jurnal Ilmiah Kajian Ilmu Sosial dan Budaya 23 (2), 114-128, 2021",2021,2
Conceptual Model of Integrated Agrotourism Marketing,https://scholar.google.com/scholar?q=+intitle:'Conceptual Model of Integrated Agrotourism Marketing',Tidak ditemukan,"ICoSMI, 2021",2021,7
Detection and Control System of Electricity Consumption Towards Smart Vocational Education (SVE),https://scholar.google.com/scholar?q=+intitle:'Detection and Control System of Electricity Consumption Towards Smart Vocational Education (SVE)',Tidak ditemukan,"2nd Borobudur International Symposium on Science and Technology (BIS-STE …, 2021",2021,0
"Beban Pajak Tangguhan, Leverage, Asimetri Informasi Terhadap Manajemen Laba","https://scholar.google.com/scholar?q=+intitle:'Beban Pajak Tangguhan, Leverage, Asimetri Informasi Terhadap Manajemen Laba'",Tidak ditemukan,"Jurnal Akuntansi Dan Keuangan (JAK) 26 (1), 43-54, 2021",2021,10
"Pengaruh Ukuran Perusahaan, Financial Leverage, Dividend Payout Ratio, Dan Nilai Perusahaan Terhadap Perataan LAba","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Ukuran Perusahaan, Financial Leverage, Dividend Payout Ratio, Dan Nilai Perusahaan Terhadap Perataan LAba'",Tidak ditemukan,"Jurnal Akuntansi dan Keuangan (JAK) 26 (1), 80-92, 2021",2021,15
"Pengaruh Financial Distress Dan Leverage Terhadap Konservatisme Akuntansi Pada Masa Pandemi Covid-19 (Studi Empiris Pada Perusahaan Jasa Sub Sektor Restoran, Hotel, Dan …","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Financial Distress Dan Leverage Terhadap Konservatisme Akuntansi Pada Masa Pandemi Covid-19 (Studi Empiris Pada Perusahaan Jasa Sub Sektor Restoran, Hotel, Dan …'",Tidak ditemukan,"Jurnal Akuntansi Bisnis Dan Ekonomi 7 (2), 2051-2064, 2021",2021,6
SOSIALISASI PENERAPAN DIGITALISASI APPOINTMENT DI RUMAH SAKIT AWAL BROS BATAM,https://scholar.google.com/scholar?q=+intitle:'SOSIALISASI PENERAPAN DIGITALISASI APPOINTMENT DI RUMAH SAKIT AWAL BROS BATAM',Tidak ditemukan,"Journal of Sustainable Community Service 2 (1), 39-46, 2021",2021,5
Analisis Kesalahan Ortografi Bahasa Prancis Pada Karangan Siswa Sman 9 Bandarlampung,https://scholar.google.com/scholar?q=+intitle:'Analisis Kesalahan Ortografi Bahasa Prancis Pada Karangan Siswa Sman 9 Bandarlampung',Tidak ditemukan,"PRANALA (Jurnal Pendidikan Bahasa Prancis) 4 (1), 2021",2021,1
Analisis Kesalahan Penggunaan Pronoms Relatifs Simples dalam Test Essai Mahasiswa Semester IV Prodi Pendidikan Bahasa Prancis,https://scholar.google.com/scholar?q=+intitle:'Analisis Kesalahan Penggunaan Pronoms Relatifs Simples dalam Test Essai Mahasiswa Semester IV Prodi Pendidikan Bahasa Prancis',Tidak ditemukan,"Prosiding Seminar Nasional Pendidikan FKIP 2021, 278-292, 2021",2021,1
KOMPETISI INTRASEKSUAL DI ANTARA TOKOH-TOKOH PEREMPUAN DALAM DONGENG CENDRILLON KARYA TAHAR BEN JELLOUN,https://scholar.google.com/scholar?q=+intitle:'KOMPETISI INTRASEKSUAL DI ANTARA TOKOH-TOKOH PEREMPUAN DALAM DONGENG CENDRILLON KARYA TAHAR BEN JELLOUN',Tidak ditemukan,"Diglossia: Jurnal Kajian Ilmiah Kebahasaan dan Kesusastraan 13 (1), 17-35, 2021",2021,0
Penggunaan Teknik Jigsaw dalam Meningkatkan Keterampilan Membaca Teks Deskripsi Siswa Kelas XI SMA Negeri 16 Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Penggunaan Teknik Jigsaw dalam Meningkatkan Keterampilan Membaca Teks Deskripsi Siswa Kelas XI SMA Negeri 16 Bandar Lampung',Tidak ditemukan,"PRANALA (Jurnal Pendidikan Bahasa Prancis) 4 (2), 2021",2021,0
SDGs (Sustainable Development Goals): Coastal land management in overcoming poverty and environmental sustainability,https://scholar.google.com/scholar?q=+intitle:'SDGs (Sustainable Development Goals): Coastal land management in overcoming poverty and environmental sustainability',Tidak ditemukan,,2021,1
Legal Protection for Bitcoin Users in Criminal Acts of Fraud in Indonesia,https://scholar.google.com/scholar?q=+intitle:'Legal Protection for Bitcoin Users in Criminal Acts of Fraud in Indonesia',Tidak ditemukan,"I-COFFEES 2019: Proceedings of the 2nd International Conference on …, 2021",2021,1
IMPLIKASI UNDANG UNDANG OMNIBUS LAWTERHADAP DINAMIKA KEBIJAKAN PENYELENGGARAAN KETENAGAKERJAAN DI DAERAH,https://scholar.google.com/scholar?q=+intitle:'IMPLIKASI UNDANG UNDANG OMNIBUS LAWTERHADAP DINAMIKA KEBIJAKAN PENYELENGGARAAN KETENAGAKERJAAN DI DAERAH',Tidak ditemukan,"Seminar Nasional Ilmu Lingkungan, 2021",2021,0
PENERAPAN WEBSITE DESA KALIREJO KABUPATEN PESAWARAN DALAM PENINGKATAN PELAYANAN MASYARAKAT DI MASA PANDEMI COVID-19,https://scholar.google.com/scholar?q=+intitle:'PENERAPAN WEBSITE DESA KALIREJO KABUPATEN PESAWARAN DALAM PENINGKATAN PELAYANAN MASYARAKAT DI MASA PANDEMI COVID-19',Tidak ditemukan,"Seminar Nasional Pengabdian Kepada Masyarakat (SEPAKAT) 2, 2021",2021,0
PENINGKATAN KEMAMPUAN PERANGKAT DESA DALAM MENGELOLA PEMERINTAHAN DESA DAN PELAYANAN MASYARAKAT DI DESA TAMAN SARI KECAMATAN GEDONGTATAAN KABUPATEN PESAWARAN,https://scholar.google.com/scholar?q=+intitle:'PENINGKATAN KEMAMPUAN PERANGKAT DESA DALAM MENGELOLA PEMERINTAHAN DESA DAN PELAYANAN MASYARAKAT DI DESA TAMAN SARI KECAMATAN GEDONGTATAAN KABUPATEN PESAWARAN',Tidak ditemukan,"Jurnal Pengabdian Kepada Masyarakat Sakai Sambayan 5 (1), 22-25, 2021",2021,0
Human development index (HDI) in Lampung Province period 2013-2018,https://scholar.google.com/scholar?q=+intitle:'Human development index (HDI) in Lampung Province period 2013-2018',Tidak ditemukan,"Sriwijaya International Journal of Dynamic Economics and Business 4 (2), 119-128, 2021",2021,2
